"","Rede.Rodoviária","Rede.Rodoviária.Clandestina","Área.Devastada","População","Renda.domiciliar.per.capita","Taxa.de.desemprego","Homicídios","PIB","Exportação","Analfabetos"
"174",33793.6044523226,23083.9459824723,5371.90012702389,5538065.76208939,481.576149360362,9.48440789886384,697.023837446815,45509434.141667,1588799603.21231,12.5514720317847
"175",33797.8058884329,23199.8497134688,5229.54407794577,5544284.70662163,481.876634878209,9.55185728249215,699.257011114281,45566604.0252515,1594556098.07082,12.5720400650121
"176",33801.7502029364,23314.9722141368,5092.3711141443,5550712.42752761,482.351416323878,9.61867285020804,701.622178887642,45627017.5342279,1600256973.64137,12.5951117915345
"177",33805.4771229095,23429.3908808353,4961.13628280704,5557327.60152258,482.984726859897,9.68421613749824,704.114708786836,45690333.7001568,1605943330.56969,12.6205782760683
"178",33809.0263754284,23543.1831099232,4836.59463112153,5564108.90532181,483.760799648793,9.7478486798495,706.729968831805,45756211.5545988,1611656269.5015,12.6483305833299
"179",33812.4376875695,23656.4262977594,4719.50120627531,5571035.01564056,484.663867853094,9.80893201274855,709.463327042489,45824310.1291146,1617436891.08254,12.6782597780357
"180",33815.7507864089,23769.1978407029,4610.61105545595,5578084.60919409,485.678164635327,9.86682767168213,712.310151438826,45894288.4552648,1623326295.95851,12.7102569249021
"181",33819.0053990231,23881.5751351125,4510.67922585099,5585236.36269767,486.787923158021,9.92089719213699,715.265810040759,45965805.5646101,1629365584.77517,12.7442130886454
"182",33822.2412524883,23993.6355773472,4420.46076464797,5592468.95286654,487.977376583701,9.97050210959986,718.325670868225,46038520.488711,1635595858.17821,12.780019333982
"183",33825.4980738807,24105.456563766,4340.71071903446,5599761.05641599,489.230758074897,10.0150039595575,721.485101941166,46112092.2591283,1642058216.81339,12.8175667256283
"184",33828.8155902767,24217.1154907277,4272.18413619799,5607091.35006127,490.532300794136,10.0537642774966,724.739471279522,46186179.9074226,1648793761.32641,12.8567463283007
"185",33832.2335287526,24328.6897545912,4215.63606332612,5614438.51051763,491.866237903944,10.0861445989039,728.084146903232,46260442.4651544,1655843592.363,12.8974492067155
"186",33835.7916163846,24440.2567517156,4171.8215476064,5621781.21450035,493.21680256685,10.1115064592662,731.514496832237,46334538.9638845,1663248810.5689,12.9395664255892
"187",33839.5295802491,24551.8938784598,4141.49563622638,5629098.13872469,494.568227945381,10.1292113940703,735.025889086476,46408128.4351735,1671050516.58982,12.9829890496381
"188",33843.4871474223,24663.6785311826,4125.41337637361,5636367.9599059,495.904747202065,10.1386209388027,738.613691685889,46480869.910582,1679289811.07149,13.0276081435787
"189",33847.7040449805,24775.688106243,4124.32981523563,5643569.35475925,497.210593499429,10.1390966289504,742.273272650417,46552422.4216706,1688007794.65964,13.0733147721271
"190",33852.22,24888,4139,5650681,498.47,10.13,746,46622445,1697245568,13.12
"191",33857.0644519012,25000.6735271431,4169.79085802351,5657684.48198036,499.669503410817,10.1109714942056,749.782485588655,46690654.9344927,1707026932.51104,13.1675080803552
"192",33862.2256894811,25113.6956756848,4215.51683733992,5664573.02560029,500.804854616959,10.0827671808909,753.582316606714,46757002.543519,1717306492.70229,13.2154960201174
"193",33867.6817138806,25227.035351968,4274.60426615224,5671342.76539673,501.874108048016,10.0464220361467,757.354324078584,46821496.4028107,1728021553.85602,13.2635740146528
"194",33873.4105262408,25340.661462336,4345.47947266346,5677989.83590658,502.875318133578,10.002971036064,761.053339028676,46884145.0881,1739109421.2545,13.3113522593276
"195",33879.3901277027,25454.5429131318,4426.56878507661,5684510.37166677,503.806539303235,9.95344915673382,764.634192481396,46944957.1751189,1750507400.18,13.3584409495081
"196",33885.5985194073,25568.6486106985,4516.29853159468,5690900.5072142,504.665825986577,9.89889137424702,768.051715461154,47003941.2395995,1762152795.91481,13.4044502805604
"197",33892.0137024956,25682.9474613791,4613.09504042068,5697156.37708581,505.451232613193,9.84033266469459,771.260738992359,47061105.8572738,1773982913.7412,13.4489904478508
"198",33898.6136781087,25797.4083715167,4715.38463975761,5703274.1158185,506.160813612674,9.77880800416747,774.21609409942,47116459.6038739,1785935058.94144,13.4916716467455
"199",33905.3764473877,25912.0002474545,4821.59365780848,5709249.8579492,506.792623414609,9.71535236875661,776.872611806745,47170011.0551317,1797946536.79781,13.5321040726107
"200",33912.2800114734,26026.6919955355,4930.14842277629,5715079.73801482,507.344716448588,9.65100073455296,779.185123138742,47221768.7867795,1809954652.59257,13.5698979208126
"201",33919.302371507,26141.4525221028,5039.47526286405,5720759.89055228,507.815147144202,9.58678807764747,781.108459119821,47271741.3745491,1821896711.60801,13.6046633867176
"202",33926.4215286294,26256.2507334995,5148.00050627477,5726286.4500985,508.201969931039,9.52374937413109,782.59745077439,47319937.3941726,1833710019.12641,13.6360106656918
"203",33933.6154839818,26371.0555360686,5254.15048121144,5731655.55119039,508.503239238691,9.46291960009476,783.606929126857,47366365.4213822,1845331880.43002,13.6635499531013
"204",33940.8622387051,26485.8358361532,5356.35151587708,5736863.32836488,508.717009496747,9.40533373162943,784.091725201633,47411034.0319098,1856699600.80114,13.6868914443126
"205",33948.1397939403,26600.5605400965,5453.02993847469,5741905.91615888,508.841335134797,9.35202674482606,784.006670023124,47453951.8014874,1867750485.52203,13.7056453346916
"206",33955.4261508285,26715.1985542415,5542.61207720727,5746779.44910931,508.87427058243,9.30403361577559,783.306594615741,47495127.3058473,1878421839.87497,13.7194218196048
"207",33962.6993105107,26829.7187849313,5623.52426027784,5751480.06175308,508.813870269237,9.26238932056898,781.94633000389,47534569.1207213,1888650969.14223,13.7278310944183
"208",33969.9372741279,26944.0901385089,5694.19281588939,5756003.88862712,508.658188624808,9.22812883529716,779.880707211983,47572285.8218415,1898375178.60609,13.7304833544984
"209",33977.1180428212,27058.2815213176,5753.04407224493,5760347.06426834,508.405280078732,9.20228713605109,777.064557264426,47608285.98494,1907531773.54882,13.7269887952112
"210",33984.2196177316,27172.2618397002,5798.50435754746,5764505.72321366,508.053199060599,9.18589919892172,773.452711185629,47642578.1857488,1916058059.2527,13.716957611923
"211",33991.22,27286,5829,5768476,507.6,9.18,769,47675171,1923891341,13.7
"212",33998.1030581093,27399.4779205476,5843.4848514811,5772263.20357323,507.045767458613,9.18530468404055,763.68670997764,47706133.1475325,1930995442.81518,13.6758801834092
"213",34004.8761299092,27512.7295676241,5843.02285857155,5775909.34051504,506.398706526475,9.20124907045271,757.594948371414,47735773.924613,1937440263.69144,13.6449785005205
"214",34011.5524205912,27625.8019194984,5829.20549152768,5779465.59181608,505.669052425711,9.2269491473095,750.83227767988,47764462.7716148,1943322221.36415,13.6078293183045
"215",34018.1451353468,27738.741954439,5803.62422060585,5782983.13846699,504.867040378447,9.26152090268393,743.506260401595,47792569.1289116,1948737733.5687,13.5649670037319
"216",34024.6674793675,27851.5966507148,5767.87051606239,5786513.16145842,504.002905606808,9.30408032464902,735.724459035117,47820462.4368768,1953783218.04046,13.5169259237733
"217",34031.1326578447,27964.4129865945,5723.53584815364,5790106.84178103,503.086883332919,9.35374340127778,727.594436079002,47848512.1358839,1958555092.51482,13.4642404453995
"218",34037.55387597,28077.2379403469,5672.21168713595,5793815.36042545,502.129208778907,9.40962612064322,719.22375403181,47877087.6663064,1963149774.72716,13.407444935581
"219",34043.9443389348,28190.1184902406,5615.48950326565,5797689.89838233,501.140117166896,9.47084447081837,710.719975392096,47906558.4685179,1967663682.41285,13.3470737612885
"220",34050.3172519306,28303.1016145444,5554.96076679909,5801781.63664232,500.129843719012,9.53651443987623,702.190662658418,47937293.9828917,1972193233.30727,13.2836612894927
"221",34056.6858201489,28416.2342915271,5492.2169479926,5806141.75619606,499.108623657381,9.60575201588983,693.743378329334,47969663.6498015,1976834845.14581,13.2177418871642
"222",34063.0632487811,28529.5634994574,5428.84951710253,5810821.4380342,498.086692204128,9.67767318693217,685.4856849034,48004036.9096207,1981684935.66385,13.1498499212736
"223",34069.4627430189,28643.136216604,5366.44994438523,5815871.8631474,497.074284581378,9.75139394107627,677.525144879176,48040783.2027227,1986839922.59676,13.0805197587917
"224",34075.8975080536,28756.9994212356,5306.60970009702,5821344.21252629,496.081636011258,9.82603026639515,669.969320755216,48080271.9694812,1992396223.67992,13.010285766689
"225",34082.3807490767,28871.2000916211,5250.92025449426,5827289.66716151,495.118981715892,9.90069815096183,662.925775030081,48122872.6502697,1998450256.64872,12.9396823119363
"226",34088.9256712798,28985.7852060291,5200.97307783329,5833759.40804373,494.196556917406,9.97451358284931,656.502070202325,48168954.6854615,2005098439.23854,12.8692437615042
"227",34095.5454798543,29100.8017427284,5158.35964037044,5840804.61616358,493.324596837926,10.0465925501306,650.805768770508,48218887.5154302,2012437189.18475,12.7995044823632
"228",34102.2533799917,29216.2966799878,5124.67141236205,5848476.47251172,492.513336699577,10.1160510408788,645.944433233186,48273040.5805494,2020562924.22273,12.7309988414842
"229",34109.0625768835,29332.3169960758,5101.49986406447,5856826.15807878,491.773011724484,10.1820050431668,642.025626088917,48331783.3211924,2029572062.08787,12.6642612058377
"230",34115.9862757211,29448.9096692614,5090.43646573404,5865904.85385542,491.113857134773,10.2435705450676,639.156909836258,48395485.1777329,2039561020.51554,12.5998259423944
"231",34123.0376816961,29566.1216778132,5093.07268762711,5875763.74083227,490.54610815257,10.2998635346544,637.445846973766,48464515.5905442,2050626217.24112,12.538227418125
"232",34130.23,29684,5111,5886454,490.08,10.35,637,48539244,2062864070,12.48
"233",34137.5690968947,29802.5576478094,5145.25191940162,5898005.07269337,489.722510438998,10.3933113353378,637.894062903766,48619904.1127813,2076328429.24918,12.4255449901329
"234",34145.0314829239,29921.6717681044,5194.63014755108,5910359.44162365,489.467587390735,10.4299905595421,640.071255634874,48706186.7007999,2090902876.3322,12.3747314312075
"235",34152.5863297019,30041.1855414671,5257.37843246006,5923437.84984626,489.305921316195,10.4604460976474,643.441929633384,48797646.8022752,2106428425.31421,12.3272953010506
"236",34160.2028088431,30160.9421484794,5331.74052214021,5937161.04041659,489.228202676358,10.4850863746882,647.916436339354,48893839.4554265,2122746090.26037,12.2829725774888
"237",34167.8500919615,30280.7847697232,5415.96016460321,5951449.75639004,489.225121932206,10.5043198156992,653.405127192844,48994319.6984731,2139696885.23584,12.2414992383486
"238",34175.4973506716,30400.5565857806,5508.28110786072,5966224.74082203,489.287369544721,10.5185548457148,659.818353633915,49098642.5696345,2157121824.30578,12.2026112614569
"239",34183.1137565874,30520.1007772335,5606.94709992442,5981406.73676796,489.405635974885,10.5281998897696,667.066467102624,49206363.1071301,2174861921.53536,12.1660446246401
"240",34190.6684813233,30639.2605246638,5710.20188880597,5996916.48728322,489.570611683678,10.5336633728981,675.059819039033,49317036.3491792,2192758190.98972,12.131535305725
"241",34198.1306964936,30757.8790086535,5816.28922251705,6012674.73542323,489.772987132084,10.535353720135,683.708760883199,49430217.3340011,2210651646.73404,12.0988192825382
"242",34205.4695737124,30875.7994097847,5923.45284906931,6028602.22424338,490.003452781083,10.5336793565147,692.923644075184,49545461.0998153,2228383302.83346,12.0676325329063
"243",34212.654284594,30992.8649086391,6029.93651647443,6044619.69679908,490.252699091657,10.5290487070717,702.614820055046,49662322.6848411,2245794173.35316,12.0377110346559
"244",34219.6540007527,31108.9186857989,6133.98397274408,6060647.89614573,490.511416524788,10.5218701968408,712.692640262844,49780357.1272979,2262725272.35828,12.0087907656138
"245",34226.4378938028,31223.803921846,6233.83896588993,6076607.56533874,490.770295541457,10.5125522508563,723.067456138639,49899119.4654051,2279017613.91399,11.9806077036065
"246",34232.9751353583,31337.3637973623,6327.74524392364,6092419.4474335,491.020026602647,10.5015032941529,733.649619122489,50018164.737382,2294512212.08545,11.9528978264608
"247",34239.2348970337,31449.4414929298,6413.94655485689,6108004.28548543,491.251300169338,10.489131751765,744.349480654455,50137047.981448,2309050080.93781,11.9253971120031
"248",34245.1863504432,31559.8801891305,6490.68664670134,6123282.82254992,491.454806702514,10.4758460487273,755.077392174595,50255324.2358225,2322472234.53625,11.8978415380602
"249",34250.7986672009,31668.5230665463,6556.20926746865,6138175.80168239,491.621236663154,10.4620546100743,765.74370512297,50372548.5387248,2334619686.94591,11.8699670824588
"250",34256.0410189212,31775.2133057591,6608.75816517051,6152603.96593822,491.741280512241,10.4481658608405,776.258770939638,50488275.9283743,2345333452.23195,11.8415097230254
"251",34260.8825772183,31879.7940873511,6646.57708781857,6166488.05837283,491.805628710756,10.4345882260605,786.53294106466,50602061.4429905,2354454544.45954,11.8122054375867
"252",34265.2925137065,31982.1085919041,6667.90978342451,6179748.82204163,491.804971719682,10.4217301307688,796.476566938094,50713460.1207926,2361823977.69384,11.7817902039694
"253",34269.24,32082,6671,6192307,491.73,10.41,806,50822027,2367282766,11.75
"254",34272.6964305674,32179.4343453578,6654.72051486015,6204103.67528942,491.575386120673,10.3997330973811,815.035710256988,50927418.6197851,2370721734.80044,11.7166477709714
"255",34275.6420912945,32274.869074244,6620.46022253391,6215161.29089556,491.351731082595,10.3909720409092,823.604641981865,51029697.5231321,2372230954.94662,11.6818543320407
"256",34278.0594909217,32368.8844860619,6570.23704685366,6225522.62979015,491.073617994641,10.3836862871739,831.749858013991,51129027.7539783,2371950308.64725,11.6458174658313
"257",34279.9311381892,32462.060880215,6506.0689116518,6235230.47494495,490.755629965684,10.3778452927647,839.514421192723,51225573.3562609,2370019678.11103,11.6087349549666
"258",34281.2395418372,32554.9785561066,6429.97374076072,6244327.60933168,490.412350104602,10.3734185142712,846.941394357419,51319498.3739171,2366578945.54669,11.5708045820698
"259",34281.9672106061,32648.2178131403,6343.9694580128,6252856.81592209,490.058361520267,10.370375408283,854.073840347438,51410966.850884,2361767993.16293,11.5322241297643
"260",34282.0966532359,32742.3589507193,6250.07398724044,6260860.8776879,489.708247321555,10.3686854313897,860.954822002138,51500142.8310991,2355726703.16845,11.4931913806733
"261",34281.610378467,32837.9822682471,6150.30525227604,6268382.57760086,489.376590617342,10.3683180401807,867.627402160876,51587190.3584994,2348594957.77199,11.4539041174204
"262",34280.4908950397,32935.6680651272,6046.68117695197,6275464.6986327,489.077974516502,10.3692426912457,874.134643663012,51672273.4770222,2340512639.18224,11.4145601226287
"263",34278.7207116941,33035.9966407628,5941.21968510063,6282150.02375516,488.82698212791,10.3714288411743,880.519609347903,51755556.2306047,2331619629.60791,11.3753571789216
"264",34276.2823371705,33139.5482945575,5835.93870055442,6288481.33593998,488.63819656044,10.374845946556,886.825362054908,51837202.6631842,2322055811.25773,11.3364930689224
"265",34273.1582802092,33246.9033259146,5732.85614714572,6294501.4181589,488.526200922969,10.3794634639804,893.094964623384,51917376.8186978,2311961066.34039,11.2981655752545
"266",34269.3310495504,33358.6420342375,5633.98994870692,6300253.05338364,488.505578324371,10.3852508500371,899.37147989269,51996242.7410828,2301475277.06462,11.2605724805412
"267",34264.7831539344,33475.3447189297,5541.35802907042,6305779.02458596,488.59091187352,10.3921775613155,905.697970702185,52073964.4742765,2290738325.63912,11.2239115674059
"268",34259.4971021013,33597.5916793945,5456.97831206861,6311122.11473758,488.796784679292,10.4002130544054,912.117499891225,52150706.0622159,2279890094.2726,11.1883806184717
"269",34253.4554027916,33725.9632150354,5382.86872153387,6316325.10681024,489.137779850562,10.4093267858963,918.673130299171,52226631.5488385,2269070465.17378,11.1541774163622
"270",34246.6405647453,33861.0396252558,5321.04718129859,6321430.78377568,489.628480496205,10.4194882123777,925.407924765378,52301904.9780813,2258419320.55136,11.1214997437006
"271",34239.0350967027,34003.401209459,5273.53161519518,6326481.92860564,490.283469725095,10.4306667904392,932.364946129207,52376690.3938817,2248076542.61406,11.0905453831103
"272",34230.6215074042,34153.6282670485,5242.33994705602,6331521.32427186,491.117330646107,10.4428319766703,939.587257230015,52451151.8401767,2238182013.5706,11.0615121172145
"273",34221.3823055898,34312.3010974277,5229.49010071349,6336591.75374607,492.144646368117,10.4559532276608,947.11792090716,52525453.3609038,2228875615.62967,11.0345977286366
"274",34211.3,34480,5237,6341736,493.38,10.47,955,52599759,2220297231,11.01
"275",34200.4043148387,34657.1118857794,5266.22224618746,6346987.24634117,494.829428503425,10.4849250474085,963.266627004467,52674239.4423078,2212560294.77245,10.9878272128837
"276",34188.9138361654,34843.2501122224,5315.84815030593,6352340.2774202,496.46478425124,10.5006143121303,971.911213042783,52749091.9362903,2205672453.56655,10.9678296446897
"277",34177.0943655033,35037.8346483962,5383.903700825,6357780.27822345,498.249373469091,10.5169370335403,980.917238893743,52824520.3713159,2199614906.88397,10.9496680717756
"278",34165.2117043757,35240.2854633679,5468.41488621425,6363292.43373731,500.146502382619,10.5337624510135,990.268185336143,52900728.6367527,2194368854.22639,10.9330032704993
"279",34153.5316543057,35450.0225262045,5567.40769494328,6368861.92894816,502.119477217469,10.5509598039246,999.947533148778,52977920.6219692,2189915495.09549,10.9174960172185
"280",34142.3200168168,35666.4658059733,5678.90811548166,6374473.94884239,504.131604199285,10.5683983316487,1009.93876311044,53056300.2163337,2186236028.99295,10.9028070882908
"281",34131.8425934319,35889.0352717412,5800.94213629899,6380113.67840637,506.146189553709,10.5859472735606,1020.22535599994,53136071.3092143,2183311655.42045,10.8885972600739
"282",34122.3651856746,36117.1508925756,5931.53574586485,6385766.30262648,508.126539506386,10.6034758690353,1030.79079259605,53217437.7899795,2181123573.87967,10.8745273089257
"283",34114.1535950679,36350.2326375434,6068.71493264884,6391417.00648912,510.035960282959,10.6208533574477,1041.61855367758,53300603.5479976,2179652983.87229,10.8602580112037
"284",34107.473623135,36587.7004757118,6210.50568512053,6397050.97498065,511.837758109072,10.6379489781726,1052.69212002332,53385772.4726368,2178881084.89999,10.8454501432657
"285",34102.5910713994,36828.9743761479,6354.93399174952,6402653.39308747,513.495239210368,10.6546319705849,1063.99497241207,53473148.4532655,2178789076.46444,10.8297644814695
"286",34099.7717413842,37073.4743079188,6500.0258410054,6408209.44579595,514.971709812491,10.6707715740597,1075.51059162263,53562935.379252,2179358158.06733,10.8128618021728
"287",34099.2814346126,37320.6202400917,6643.80722135775,6413704.31809247,516.230476141084,10.6862370279718,1087.22245843378,53655337.1399645,2180569529.21033,10.7944028817332
"288",34101.3859526079,37569.8321417337,6784.30412127615,6419123.19496341,517.234844421792,10.700897571696,1099.11405362433,53750557.6247714,2182404389.39513,10.7740484965084
"289",34106.3510968933,37820.5299819119,6919.54252923021,6424451.26139517,517.948120880257,10.7146224446074,1111.16885797306,53848800.723041,2184843938.1234,10.7514594228563
"290",34114.442668992,38072.1337296934,7047.54843368949,6429673.70237411,518.333611742123,10.7272808860808,1123.37035225878,53950270.3241416,2187869374.89682,10.7262964371345
"291",34125.9264704274,38324.0633541454,7166.3478231236,6434775.70288662,518.354623233035,10.7387421354912,1135.70201726028,54055170.3174414,2191461899.21708,10.6982203157007
"292",34141.0683027227,38575.7388243349,7273.96668600212,6439742.44791908,517.974461578634,10.7488754322133,1148.14733375636,54163704.5923089,2195602710.58584,10.6668918349126
"293",34160.133967401,38826.5801093291,7368.43101079463,6444559.12245788,517.156433004566,10.7575500156223,1160.68978252581,54276077.0381123,2200273008.5048,10.631971771128
"294",34183.3892659857,39076.0071781951,7447.76678597073,6449210.91148939,515.863843736473,10.7646351250929,1173.31284434742,54392491.5442199,2205453992.47563,10.5931209007045
"295",34211.1,39323.44,7510,6453683,514.06,10.77,1186,54513152,2211126862,10.55
"296",34243.4115881255,39568.4211209188,7553.78019912664,6457970.84663452,511.723049309532,10.7735059204138,1198.73116904833,54638222.3386589,2217294275.97941,10.502533605331
"297",34279.9879176773,39810.9833955575,7580.25116069328,6462111.00467147,508.890504334428,10.7749823291851,1211.47202620118,54767706.6687544,2224044730.9146,10.4517012928504
"298",34320.3724931291,40051.2822556302,7591.18021981718,6466150.30104784,505.614719032787,10.77425070986,1224.18468495331,54901569.1426824,2231488182.70609,10.3987463986696
"299",34364.1088189544,40289.4731328506,7588.33471161558,6470135.56270057,501.94804736271,10.7711325459845,1236.83125879949,55039773.9128387,2239734587.25444,10.3449122589004
"300",34410.7403996267,40525.7114589328,7573.48197120573,6474113.61656664,497.942843282297,10.7654493211046,1249.37386123449,55182285.1316193,2248893900.46018,10.2914422096545
"301",34459.8107396197,40760.1526655906,7548.38933370488,6478131.289583,493.65146074965,10.7570225187664,1261.77460575306,55329066.9514198,2259076078.22387,10.2395795870435
"302",34510.8633434067,40992.9521845379,7514.82413423027,6482235.40868663,489.126253722867,10.7456736225159,1273.99560584997,55480083.5246362,2270391076.44603,10.1905677271791
"303",34563.4417154615,41224.2654474888,7474.55370789915,6486472.80081449,484.419576160051,10.7312241158991,1285.99897501998,55635299.0036643,2282948851.02721,10.145649966173
"304",34617.0893602575,41454.2478861571,7429.34538982878,6490890.29290354,479.5837820193,10.7134954824621,1297.74682675786,55794677.5408999,2296859357.86795,10.1060696401367
"305",34671.3497822683,41683.0549322566,7380.96651513639,6495534.71189074,474.671225258716,10.692309205751,1309.20127455837,55958183.2887389,2312232552.8688,10.073070085182
"306",34725.7664859674,41910.8420175015,7331.18441893923,6500452.88471306,469.734259836399,10.6674867693117,1320.32443191627,56125780.3995771,2329178391.93029,10.0478946374206
"307",34779.8829758285,42137.7645736054,7281.76643635455,6505691.63830747,464.82523971045,10.6388496566903,1331.07841232634,56297433.0258104,2347806830.95298,10.0317866329641
"308",34833.242756325,42363.9780322825,7234.47990249961,6511297.79961092,459.996518838968,10.6062193514329,1341.42532928332,56473105.3198345,2368227825.83739,10.0259894079241
"309",34885.3893319305,42589.6378252465,7191.09215249164,6517318.19556039,455.300451180054,10.5694173370854,1351.32729628199,56652761.4340453,2390551332.48408,10.0317462984123
"310",34935.8662071186,42814.8993842115,7153.37052144789,6523799.65309283,450.789390691809,10.528265097194,1360.7464268171,56836365.5208388,2414887306.79357,10.0503006405404
"311",34984.2168863628,43039.9181408913,7123.08234448562,6530788.99914522,446.515691332332,10.4825841153046,1369.64483438343,57023881.7326106,2441345704.66643,10.0828957704201
"312",35029.9848741367,43264.8495269999,7101.99495672207,6538333.06065451,442.531707059725,10.4321958749634,1377.98463247574,57215274.2217566,2470036482.00318,10.130775024163
"313",35072.7136749138,43489.8489742511,7091.87569327448,6546478.66455767,438.889791832088,10.3769218597162,1385.72793458879,57410507.1406728,2501069594.70437,10.1951817378808
"314",35111.9467931677,43715.0719143589,7094.49188926011,6555272.63779166,435.642299607521,10.3165835531092,1392.83685421734,57609544.6417548,2534554998.67054,10.2773592476851
"315",35147.2277333719,43940.6737790372,7111.6108797962,6564761.80729345,432.841584344125,10.2510024386885,1399.27350485615,57812350.8773986,2570602649.80224,10.3785508896876
"316",35178.1,44166.81,7145,6574993,430.54,10.18,1405,58018890,2609322504,10.5
"317",35204.2325742099,44393.6031629934,7195.79333566685,6585992.09425606,428.77469323048,10.1035682777389,1410.00252036339,58229024.6990075,2650763241.28819,10.6423655442826
"318",35225.7963438972,44621.0444698925,7262.59197530448,6597701.17403753,427.521981479832,10.0223815411971,1414.36351553983,58442211.8120806,2694728438.18647,10.8039690063903
"319",35243.0876736419,44849.092276605,7343.36375809869,6610041.37472807,426.742974889558,9.93728461681545,1418.18950234257,58657806.7139313,2740960395.33831,10.9825474997267
"320",35256.4029280239,45077.7049390382,7436.0765232353,6622933.83171136,426.39878360116,9.84912233103489,1421.58699758488,58875164.7792716,2789201413.38721,11.1758381376955
"321",35266.0384716231,45306.8408130995,7538.69810990013,6636299.68037109,426.450517756138,9.75873951029636,1424.66251807999,59093641.3828138,2839193792.97663,11.3815780337002
"322",35272.2906690195,45536.4582546965,7649.19635727899,6650060.05609091,426.859287495994,9.6669809810408,1427.52258064117,59312591.8992699,2890679834.75007,11.5975043011444
"323",35275.4558847931,45766.5156197366,7765.5391045577,6664136.09425452,427.586202962228,9.57469156970915,1430.27370208167,59531371.7033519,2943401839.351,11.8213540534318
"324",35275.8304835238,45996.9712641272,7885.69419092207,6678448.93024557,428.592374296343,9.48271610274233,1433.02239921475,59749336.1697721,2997102107.4229,12.0508644039659
"325",35273.7108297915,46227.7835437759,8007.62945555792,6692919.69944776,429.838911639839,9.3918994065813,1435.87518885366,59965840.6732424,3051522939.60926,12.2837724661503
"326",35269.3932881763,46458.91081459,8129.31273765106,6707469.53724475,431.286925134218,9.30308630766697,1438.93858781166,60180240.5884749,3106406636.55355,12.5178153533886
"327",35263.1742232581,46690.3114324771,8248.71187638731,6722019.57902023,432.897524920981,9.2171216324403,1442.31911290199,60391891.2901818,3161495498.89926,12.7507301790845
"328",35255.3499996168,46921.9437533446,8363.79471095248,6736490.96015786,434.631821141629,9.13485020734221,1446.12328093792,60600148.1530751,3216531827.28986,12.9802540566416
"329",35246.2169818324,47153.7661330999,8472.52908053239,6750804.81604132,436.450923937663,9.05711685881363,1450.4576087327,60804366.551867,3271257922.36884,13.2041240994633
"330",35236.0715344849,47385.7369276505,8572.88282431285,6764882.28205429,438.315943450586,8.98476641329551,1455.42861309958,61003901.8612695,3325416084.77968,13.4200774209534
"331",35225.2100221542,47617.8144929039,8662.82378147968,6778644.49358044,440.187989821897,8.91864369722879,1461.14281085181,61198109.4559947,3378748615.16586,13.6258511345155
"332",35213.9288094202,47849.9571847675,8740.31979121869,6792012.58600345,442.028173193098,8.85959353705438,1467.70671880266,61386344.7107547,3430997814.17086,13.8191823535531
"333",35202.5242608629,48082.1233591488,8803.3386927157,6804907.69470699,443.79760370569,8.80846075921324,1475.22685376538,61567963.0002616,3481905982.43816,13.9978081914698
"334",35191.2927410623,48314.2713719553,8849.84832515652,6817250.95507474,445.457391501176,8.7660901901463,1483.80973255322,61742319.6992275,3531215420.61125,14.1594657616692
"335",35180.5306145983,48546.3595790943,8877.81652772696,6828963.50249038,446.968646721055,8.73332665629449,1493.56187197943,61908770.1823644,3578668429.33359,14.301892177555
"336",35170.5342460509,48778.3463364734,8885.21113961285,6839966.47233757,448.292479506829,8.71101498409874,1504.58978885727,62066669.8243846,3624007309.24868,14.4228245525307
"337",35161.6,49010.19,8870,6850181,449.39,8.7,1517,62215374,3666974361,14.52
"338",35153.9613328299,49241.8577215468,8830.81710932355,6859552.80776333,450.232449445474,8.70081615273579,1530.85998046669,62354534.657774,3707421964.11791,14.5918310181002
"339",35147.6000681417,49473.3518368472,8768.96111301593,6868125.96552114,450.831593501778,8.71275638023003,1546.08103829969,62484990.041675,3745642813.68032,14.6394316439036
"340",35142.4351213412,49704.6834776,8686.39681775892,6875969.13006904,451.209328930845,8.73480324270323,1562.53543978718,62607874.9695226,3782039683.65203,14.6645912992166
"341",35138.3854078336,49935.8637755039,8585.08903023428,6883150.9582026,451.387552494609,8.76593930037588,1580.09545121734,62724324.2591363,3817015347.99783,14.6690994058452
"342",35135.3698430247,50166.9038622574,8467.00255712378,6889740.1067174,451.388160955002,8.8051471134685,1598.63333887834,62835472.7283359,3850972580.68252,14.6547453855955
"343",35133.3073423199,50397.8148695593,8334.10220510918,6895805.23240904,451.233051073956,8.8514092422016,1618.02136905835,62942455.1949409,3884314155.6709,14.6233186602739
"344",35132.1168211247,50628.6079291083,8188.35278087226,6901414.99207309,450.944119613405,8.90370824679568,1638.13180804556,63046406.4767708,3917442846.92775,14.5766086516864
"345",35131.7171948447,50859.2941726031,8031.71909109477,6906638.04250513,450.543263335281,8.96102668747125,1658.83692212814,63148461.3916455,3950761428.41789,14.5164047816392
"346",35132.0273788854,51089.8847317423,7866.16594245849,6911543.04050075,450.052379001518,9.02234712444881,1680.00897759426,63249754.7573843,3984672674.1061,14.4444964719385
"347",35132.9662886524,51320.3907382246,7693.65814164517,6916198.64285554,449.493363374047,9.08665211794888,1701.5202407321,63351421.391807,4019579357.95717,14.3626731443905
"348",35134.452839551,51550.8233237487,7516.1604953366,6920673.50636508,448.888113214803,9.15292422819196,1723.24297782983,63454596.1127332,4055884253.93592,14.2727242208012
